,question,humor
7876,I was going to pass on this and then i saw that it was 60k off and i thought to myself wow only 59k! i think i'll buy it then the drugs wore off,True
7877,Does she come in a bengahzi special edition ?,True
7878,If i had to fight off zombies or something similar is this a good knife for that? Is it full tang?,True
7879,Will I die if I don't use this stuff?,True
7880,Is this coin expected to appreciate in value when Trump becomes the first president sentenced to prison?,True
7881,Does this have chocolate in it?,True
7882,I'm wondering why didn't use trump's actual profile.  Why did they use photoshop to combine a salmon with a badger?,True
7883,What is the value this is half dollar or a dollar ?,True
7884,If I buy one of these will it make Buddy come back? 😭😭😭,True
7885,Will it kill a zombie? or do I have to use my Japanese etched pinchenko balls?,True
7886,Will it transmit my conversations back to mother russia?,True
7887,Any problems with no sense of humor law enforcement? Or should I avoid being behind them?,True
7888,does it come with the person,True
7889,Can the old lady/Mrs. Santa wig fit a child?,True
7890,I would like to know who the model in the first picture is. She looks identical to me! So much so my parents and friends don't believe that's not me,True
7891,Can the old lady/Mrs. Santa wig fit a child?,True
7892,Can the old lady/Mrs. Santa wig fit a child?,True
7893,Is it supposed to look like roberto,True
7894,For $21474386.00 does that include the factory that the treats are made in?,True
7895,Why is this bag of treats over 21 million dollars? either amazon has been drinking with youtube again or the seller is out of their mind with greed.,True
7896,Would this drive survive a plane crash?,True
7897,Can I put these in a tank with an Oscar? (Just kidding they would be food for sure),True
7898,Do these interact with other fingerlings?,True
7899,Where's Chris Pratt?,True
7900,My grand babies love chewing on the bracelets can you tell me why?,True
7901,Can I give the model a cheeseburger,True
7902,Am I reading this right?  Broken down this is $21 a gallon including deliver?  Does it cure cancer and add 20 years to your life?,True
7903,is there a chance the eyes would pop off or are they built into the case?,True
7904,Is the suit included or only the model?,True
7905,Little disappointed when i orderedthis and when i received it it didn't include the man wearing it. does anyone know how i could get the man included?,True
7906,can i kill titans now,True
7907,Just this protect against laser blasters?,True
7908,can i eat em! i m a fan of live fresh fish,True
7909,do you make a model that would work to repell zombies?,True
7910,Do you get the FBI agent or does that cost extra?,True
7911,How long will it take to cultivate my morality?,True
7912,Do you think I could get a date with this shirt?,True
7913,Did you know that pressing alt+F4 gives you super powers?,True
7914,Someone can just break it and get into it lol,True
7915,Does this have an opening to use the restroom without having to take the whole thing off? Can't really tell by the pictures.,True
7916,is this a thundergun from call of duty zombies?,True
7917,Could it kill a squirrel idk I have one and am wondering cause I wanna know for hunting purposes or with a head shot,True
7918,Is this pillow hard has a rock?,True
7919,Will this hat let me know if I am part of slytherin or gryffindor?,True
7920,"The specifications don't make sense: Height:5.5"". Is it to be used in a dollhouse?",True
7921,Is this absorbent enough to wrap newborns in?,True
7922,Will this help me put the spark back in my marriage?,True
7923,I am going on a long trip can i use this to replace my cigerette lighter,True
7924,Can I wear it to go skiing  ?,True
7925,Am I more susceptible to meteors hitting earth while wearing this?,True
7926,I am 4 ft 10 (58 inches) will I be able to see out the window?,True
7927,Will this have support for google home in the future?,True
7928,where is the nearest Burger King?,True
7929,did a unicorn make this ?,True
7930,Can i cook eggs on it like my msi gaming laptop? i dont want a computer that i cant cook breakfast on while running arma 3...,True
7931,The bag looks sparkly blingdoes it dazzle eyes into blindness?,True
7932,does anyone know where I parked my bike?,True
7933,Can the egg be eaten?,True
7934,Are the cards made of chicken,True
7935,dont you think 4months is a bit long for shipping  did it go to the moon first ?,True
7936,Will this repel neighborhood bullies?,True
7937,Will the Bird-X Yard Gard  keep pesky teenage boys off my daughter?  I tried spraying them with the garden hose but the animals keep coming back.,True
7938,I'm interested in buying this but I'm worried it might deport my nutcrackers. What do you think?,True
7939,What is the meaning of life?,True
7940,Ok soooooo for $4000 does it come with a slave to pull it? im just wondering why something plastic that has no engine costs that much money.,True
7941,Would putting Pete Moss under this tent for cushioning hurt the tent in any way?,True
7942,You think anybody wants a roundhouse kick to the face while I’m wearing these bad boys?,True
7943,Does these stones help in predicting future ?,True
7944,Is it real gold? I mean why pay $50000 for a piece of plastic? Was it sent by the pokemon gods? Is it enhanced by pokemon?,True
7945,Do you honestly expect to sell this or are you just being an ass? Lower the damn price or it'll sit here for all eternity,True
7946,Does it come with a free pikachu at that price,True
7947,I was thinking of getting it. You still have the T-rex leather case avaiable for it?,True
7948,does it come with that booty,True
7949,I need a buoy that's visible from space prevents decapitation and will keep the Loch Ness monster from confusing me with a sea cow. Is this the one?,True
7950,Will i be able to reclaim the holy lands with this?,True
7951,Is it a legal weapon?,True
7952,Is the baby included?,True
7953,dragons blood ... this foreal ??? was there a discovery of dragons in recent years that I missed ? ... only dragon I know of is G-Easy he spits fire,True
7954,can this kill a zombie?,True
7955,How many wacks to a zombie's head would it take to get the job done with this machete?,True
7956,Why doe this dog in the picture look like he wants to talk to his lawyer?,True
7957,Roflmao? i read that this will keep tinkerbell away but what about santa claus and the easter bunny?,True
7958,what about bad neighbors? any luck with that?,True
7959,For this price does it come with a personal chef?,True
7960,This is my dream notebook and i will probably never have one but is it posible to have one if i wish a lot?,True
7961,Am I awaited in Valhalla?,True
7962,Does it come with the children? If so how are they packaged?,True
7963,Do the kids come with the price too?,True
7964,Is Granzot coming from this pad?,True
7965,Does this attract panthers and big cats? I was told this could make you irresistible to large predators.,True
7966,how to make trump stop tweeting ?,True
7967,Is the woman in the images included?,True
7968,I'm planning a trip to the southern air temple to find some flying bison. can this carry 3 adults (with minimal luggage) for a few hundred miles?,True
7969,Is it cursed? If yes then im buying it to give it to my friend,True
7970,I want to buy the Annabelle doll that has the blood drop from her eye...I noticed that on Ebay some do does this particular doll have it too?,True
7971,I believe Annabelle was a raggedy Anne doll?,True
7972,you think Chuck Norris would take this supplement?,True
7973,Does the girl in the pictures come with the sack?,True
7974,Will these let me eavesdrop on other people's thoughts?,True
7975,Can I use this tape to build a bridge that I can walk on to get over the next thing that upsets me?,True
7976,can it get pregnant?,True
7977,Should I remain a Christian and pray to get one of these or should I sell my soul to the devil for one?,True
7978,Will I have a life after this is released?,True
7979,Does the wallet come with the $100 in it?,True
7980,Do you think I Could roll this to the corner store to get me a lollipop,True
7981,does that come with the whole family? because i dont want to be alone thank you,True
7982,How does it taste?,True
7983,Does this cancel out shrieking kids on an airplane?,True
7984,Does it come with the handsome mans in the picture?,True
7985,do these headphones block people's voices?,True
7986,Will this scent promote world peace or just make me smell like everyone else that wears it?,True
7987,Lol anyone would want to buy me this ? its on my wishlist llol,True
7988,Will these stakes work on vampires?,True
7989,What will happen when i will use it?,True
7990,Can this kill a Zombie,True
7991,What parts of a human were used in order to make it over 50% human?,True
7992,Can It bring medium size insects back to life?,True
7993,After they have sucked it all  do they also kiss me or have a good conversation?,True
7994,Does it come with the migos single?  versace versace versace!,True
7995,would I affend a chinese person were I to hand these out during year of the pig ?,True
7996,is this just like the ones the Flintstones used?,True
7997,can i use this instead of the broken hdmi on my tv instead?,True
7998,Will this still work if I make the roach crawl into someone's mouth while they sleep?,True
7999,Will the roboroach survive a nuclear blast?,True
8000,Will i become a knight after drinking this ? or will i be able to raise dragons?,True
8001,If i buy this will women find me attractive?,True
8002,Can you drink out it or should I just find an enemy?,True
8003,I'm a dwarf.  Will it propel my motorboat?,True
8004,Do they come with the smiling help lady?,True
8005,Will this turn me into Jesus?,True
8006,Was excited to get my griddle when all of a sudden i open it to find out that the 4 beef patties are missing as well at the eggs and bacon?,True
8007,At $74.99 does this game cure diseases?  Is it magical?  Does it come with the actual Mario in the flesh?,True
8008,Would this hold up for an 8 yr old boy who could easily destroy a nuclear fallout shelter? I'm talking rough.,True
8009,Are these made with love? Asking for a friend,True
8010,Will you ever resist this set?,True
8011,Could i retake the holy land with this?,True
8012,Will this take me back to 1955?,True
8013,How fast do I have to go to time travel?,True
8014,Could this be worn as a hat?,True
8015,Can you speak to spirits with this,True
8016,Would this fool my mother in law when she comes over for Christmas?,True
8017,Will this help me get home?,True
8018,Will this phone make my wife think I'm handsome again?,True
8019,Will this turn me into a mermaid?,True
8020,Could it maybe turn us into mermaids ps I'm a kid?,True
8021,If I wear this hat at a job interview as a sign that I am an agnostic with a sense of humor will it keep me from getting the job?,True
8022,What if my baby is not a ninja? Can I still buy and use this?,True
8023,Will this close my wife's mouth? She's constantly squawking and shoving ham in it.,True
8024,Will the moth fly out?,True
8025,If you hit yourself in the arm and it hurts are you strong for hurting yourself or weak for getting hurt?,True
8026,Would this item aid me in my conquest for world domination?,True
8027,If I wanted to hold a chunk of the sun would these work?,True
8028,is aliens real,True
8029,Can i get this w/o the lady in the product pics?  doing the bowflex max 14 minute workout is tough enough without having to carry her on my back.,True
8030,Will it give me the powers to rule the universe?,True
8031,Will this stop a zombie from breaking through a door?,True
8032,does the woman come with the pet launcher,True
8033,Do you say wow! every time you use this towel?,True
8034,is she broke,True
8035,If that can of bacon has 54 slices weighs 9 oz. and costs $79.99 the price per pound works out to $142.08?  Is Todd Hoffman mining it for you?,True
8036,Will nba 2k16 have regular cheese or extra cheese,True
8037,why did the price change to $996.01? is there diamonds and gold in these potatoes? whats going on with the price?????,True
8038,Can I also buy a real life dragon lore?,True
8039,how to ask phra ngan to bring the love one come back to me again?,True
8040,Does this price also include someone to open the can for me?,True
8041,I put this in my cart and went to checkout. Never asked for my personalized street number so I did not continue. Do they ask for address later?,True
8042,Is the dancer included with the umbrella pole?,True
8043,Why do you opress woman? Great halloween custome,True
8044,Are these edible? Lol,True
8045,does the model come with it?,True
8046,No setting for weekdays only so it goes off at 5:45AM on weekends really????? But we can fly a man to the moon?,True
8047,How do you cope with a partner that is poly and you are not so now you are holding them back from who they are?,True
8048,Does this item include bed bugs or are they sold separately?,True
8049,Does the woman in the picture come with the goal?,True
8050,good for flying?,True
8051,How many farts will they hold?,True
8052,am i allowed to ride the whale naked,True
8053,Real magic ?,True
8054,Would it transport me to the future?,True
8055,Does it get you high?,True
8056,Is the money included? hahahha,True
8057,Are these good for tardigrades? I have a pet tardigrade named billy he might like this.,True
8058,has anyone used the red cover for predator hunting?,True
8059,Well there be more waves coming out for this set,True
8060,What does Trump say exactly when you open the card?,True
8061,Does donald trump personally come to my house to say merry christmas?,True
8062,Does this sound as disgusting as trumps real voice? Asking for a friend.,True
8063,I need arnold swarzenegger to push the lever why?,True
8064,Who is the girl in the video?,True
8065,Date 1st Available 25th 103 5 star reviews on 26th.  Did you deliver them by private jet?,True
8066,Ya but does it make my breakfast in the morning like rosie from the jetsons?,True
8067,Does it serve you cocktails on the plane? Because it does everything else! Awesome Product!,True
8068,I think I should put my son in here for timeout,True
8069,Does this amazing 663$ binder that sells for $6 dollars everywhere else do my homework for me ?,True
8070,Will it work on zombies?,True
8071,Do you have to be a laimer to buy this watch?,True
8072,Does it really make you invisible?,True
8073,Why doesn't Tarzan have a beard?,True
8074,pubic,True
8075,Can you use this below the belt?,True
8076,Will it destroy my balls if I attempt to shave these bad boys?,True
8077,are you mad?,True
8078,Did anyone get a hamster that looks like the stock photo that u can post - mine doesn't look like the stock picture (looks like ShoeDiva's pic).,True
8079,Did anyone get a hamster that looks like the stock photo that u can post - mine doesn't look like the stock picture (looks like ShoeDiva's pic).,True
8080,How about the scent of female in heat so my male won't go crazy?,True
8081,Did someone get mad and chop this in half?,True
8082,The “recommended” age for these is over 35831808. i’m not quite there. but i’m close! can i buy them?:0p,True
8083,"Will a 5'8"" man who weighs 200 lbs look goofy on a small size bike? What is eveyone's size?",True
8084,Can they fly?,True
8085,what is this used for other than scanning your husbands clothes to see if he cheated?,True
8086,"The lock in the photo says ""nudy"" which leads me to believe the company needs more detailed oriented management. Are they hiring?",True
8087,Will this hat help me be a better American?,True
8088,Do they have the mud and water from Everest and Dead Sea?,True
8089,Do all rings come with beans?,True
8090,Can you summon shenron,True
8091,Can you actually summon Shenron with these?,True
8092,Will my friends finally accept me for who I am if I play this game with them?,True
8093,Did these dinosaurs come out of Jurassic Park?,True
8094,Will this transform my horse into a camel?,True
8095,Will it help me defeat Bowser?,True
8096,Can this help me survive the zombie apocalypse?,True
8097,Are the bags filled with actual corn?,True
8098,How do these hold up against ninja attacks?,True
8099,Can I build a bomb with this?,True
8100,Can i gut a clock and put it inside then be called by the world a genius inventor? Also a meeting with the president and 15 million dollars?,True
8101,Can I put a dismantled clock into this to make it look scary?,True
8102,Does this tin contain cookies or sewing supplies? Because if I excitedly open this tin only to find sewing supplies one more time...,True
8103,Will this stereo get me a girlfriend like in the picture?,True
8104,Will they chase the child who yells at it??,True
8105,Will I need to be a Superman or will this always be my biggest fan?,True
8106,"Does it work with ""Super Human Hearing""?",True
8107,Since my nine-year-old has only been drinking for 2 years what is the recommended amount of beer to put in the cup?,True
8108,Does this come with the Hamburger Family?,True
8109,Gosh I'd love to get this for my wonderful wife of 18 years but was wondering...does the model come with it?  If not can I have her phone number?,True
8110,does this have a soul,True
8111,Can you use this to get pregnant,True
8112,What birthday is it?,True
8113,Does this product come with the female as shown in the product photograph?  If so is she over 18?,True
8114,for many moons I have heard a myth of socks warmed by batteries. I have looked but remains a mystery . Have you heard of this ?,True
8115,Can you see Andromeda with this telescope? Thx.,True
8116,Will this cause me to become really really slow?,True
8117,Will this detect Thor's hammer?,True
8118,If I pulled that off would you die?,True
8119,Is there any goblin or Orcish blood residue on the blade.,True
8120,Does it come with my own asian woman?,True
8121,does this also inculde the passager as well,True
8122,Will this buy me dinner first?,True
8123,Can i use this to power myself up like son goku?,True
8124,Can I use this to communicate with aliens?,True
8125,Does this taste real?,True
8126,Will it kill my ex if i write his name in it?,True
8127,Is this item created as a byproduct of torture? How do you acquire your down?,True
8128,can this basket make my coffee in the morning?,True
8129,Why is this $763? Does it come with a maid?,True
8130,Does it work when the dog is flying,True
8131,If I shave my face with this razor will I get my groove back like Brett Favre? I really hope to have an NFL career after using this razor.,True
8132,Will this shirt make america great again?,True
8133,Will younger women be drawn to me if I put this on my face and pretend to be wealthy?,True
8134,Where do i go to find my wife.,True
8135,i purchased the hurricane twin  would your mom heads fit that model?,True
8136,Does it come with feet?,True
8137,Will this kill me?,True
8138,You got some mighty fine pictures of my ex-wife there!!!!,True
8139,Is your coke certified as Kosher for Passover?,True
8140,Cool a 10 dollar bottle of 2 liter diet coke! Is this a collector itemitem? LolLol.....,True
8141,Do people really pay this outrageous price??? Does it come with Champagne and strawberries?,True
8142,Time machine support?,True
8143,What size zebra pot would this fit in to?,True
8144,Is the child included?,True
8145,im a dinosur can i fit in it?,True
8146,What about girlfriend shark or yoga instructor shark??,True
8147,Does he make good pancakes?,True
8148,Will this doll come to life and try to take over the world?,True
8149,can I wipe my ass with this product?,True
8150,Is the male model included?,True
8151,Will I look like Jacksepticeye With the neon green?,True
8152,Will this give my 3 Wolf Moon t-shirt extra powers if I wear it underneath?,True
8153,Is this effective on Mortal Sins? Or just venial sins?,True
8154,Did the frogs in the book murder any children by running them over with trucks or any Catholic priests?,True
8155,Will this permanently make me bigger?,True
8156,Can you open your 3rd eye with this?,True
8157,Is this le roy cazador gauze?,True
8158,What if i plug in a sweet potato?,True
8159,Can I use these to fight crime or will the other Avengers laugh at me?,True
8160,does it come with a free bowl of soup?,True
8161,Can it Fly?,True
8162,Does this come with the girl in the picture?,True
8163,Is camera good enough to capture proof of events e.g. if aliens land in a ship next to my house and i don't have my p&s or slr with me?,True
8164,Can a hat make america great again?,True
8165,do they last forever at that price of 1384.52 dollars?,True
8166,Does this phone slay dragons?,True
8167,could i drink this? lol,True
8168,If i drink it and kill myself will i turn into a vampire,True
8169,could i drink this? lol,True
8170,Can i trade just finn for Haley?,True
8171,it says become a laird but can you become a lord instead??,True
8172,Does this filter hormones?,True
8173,Does this come with the asian woman? Otherwise get it out of the picture false advertising.,True
8174,Is the woman included?,True
8175,Does it come with the girl?,True
8176,Can it stop the outside world?,True
8177,Does this water cure blindness?,True
8178,It's really difficult to quietly fart in a leather chair.?,True
8179,Are these the death bears?,True
8180,Would this work on my one-way trip to colonize Mars?,True
8181,Does the 'memory foam' remember where I slept last night and form an impression causing me to have to sleep in the same position every night?,True
8182,Does it have the option to avoid my ex?,True
8183,Did you raise the price because uber drivers are stalking up? Lol,True
8184,Has anyone tried baking this ring?,True
8185,Witch one to you need for a drunk chick,True
8186,This will instantly turn me into a superhero right?,True
8187,How many people can wear the jacket at one time?,True
8188,is this real Chocolate?,True
8189,are there unicorn,True
8190,do they eat popcorn?,True
8191,Does she comes with it?,True
8192,do I get the child too?,True
8193,I bought the Orange one. Is that the fastest color? Seriously though has anyone used cooking spray on the bottom for more speed?,True
8194,Will DJ Khaled deliver this product to my house and bless me?,True
8195,If i have a master and a slave in my masterbath can i also uave another master and it have its own slaves say in my kitchen?,True
8196,Is this officially endorsed by the Ramones?,True
8197,Does this accurately predict the future?  I have some concerns about the next 4 years and am looking for some answers....  Thank you in advance!,True
8198,Are these so dark i could stare at my gfs boobs and she wont know ?,True
8199,can you do the cute eyes,True
8200,how many penis stickers comes with this?? i have a group of 12 and want to make sure everyone gets a turn,True
8201,"Does it come with the..""macho"" to pin on the man?",True
8202,how many penis stickers comes with this?? i have a group of 12 and want to make sure everyone gets a turn,True
8203,Why is he so sad for Asgard?,True
8204,Will it help me with my wizardry?,True
8205,Can it be swallowed easily?,True
8206,has anymore that used this candle get lucky with a large amount of money?,True
8207,Does the lady come with the scarf?,True
8208,Can u brimg it early cuz theres a hurricane  coming,True
8209,Does this hat make your IQ drop?,True
8210,Why is California keeping me from staying alive?,True
8211,Does it bark?,True
8212,When did Doc become a princess?,True
8213,Does this make people treat you better like you more think more highly of you and want to interact with you?,True
8214,um what should you do if your mom finds it,True
8215,If i buy one for 200$ to 300$ will get a visit from Sigmund Freud?,True
8216,Does this come with a steak and a bj?,True
8217,seriously 300.00 for a stupid piece of plastic with a circurt board no thanks?,True
8218,can I listen to these on a boat with a goat while crossing a moat?,True
8219,Can I use this to kill werewolves?,True
8220,"Is buying this game the surest way to make me look like a tool and a slave to game corporations that own all the ""games journalism"" sites?",True
8221,Can I win back my wife's heart wearing this T-shirt?,True
8222,can it snap and get rid of half of the universe,True
8223,after dead will they leave order ?,True
8224,Does this work for wild rabbits?,True
8225,is it effective on raccoons,True
8226,Will this work on ground hogs?,True
8227,does it come with the kid,True
8228,Does it come with the adopted child?,True
8229,What is it's favorite food?,True
8230,can i survive off this for life? only this.,True
8231,If i put my baby and another baby in this how long will it take for them to engage in an mma fight?,True
8232,and i'll huff and i'll puff and all eat your house down?,True
8233,Does a 1 Oz bottle really cost $899.99? Will it give me super powers?,True
8234,This is an April Fools joke right?  A $100 drinking cup?,True
8235,How far they use teleport? usa and china does it work that way?,True
8236,Is this like heroin?,True
8237,Do you have to say sharpen blade of the beast beast on then perform the henshin?,True
8238,Are these bulbs brighter than my future?,True
8239,I like that it has unicorn in its name but I don't like the snot part. Why did they call it that?!,True
8240,"Do you yell ""come at me bro!"" First?",True
8241,Does eating this make me a cannibal or just reclaim my place at the top of the foodchain?,True
8242,Is it possible to become infected from eating this?,True
8243,Can i duct tape these individualy to both ears to hear in stereo during zombie apocalipse i want to make sure i transit properly with license. ty,True
8244,Do they work at Harry Potter world?,True
8245,is this a toothbrush lol,True
8246,Does this table store its own leaves?,True
8247,Since mountain lions are a problem in my area (i live in a cave) and keep stealing my food can i fight them off with this?,True
8248,buy an ame! our nation's finest use them for a reason.,True
8249,I come from the planet Vulcan. Will this help the Vulcanites with Arfcom chores???,True
8250,Will this waffle iron solve the US-Mexico immigration crisis?,True
8251,Does it come with the old guy in picture 7?,True
8252,I'm missing a couple of toes. Will this show up on the sock?,True
8253,will this Pick allow me to skip the line at the nearest Popeyes?,True
8254,Will my cat go to jail if he is possessing more than an ounce?,True
8255,How many flannels and beanies must one own to purchase this product?,True
8256,How long till moms get angry and get it banned?,True
8257,Will this bring bad energy?,True
8258,Can i use this to communicate with my other crystals?,True
8259,Is this long enough to feed a morbidly obese person while remaining at a safe distance (so as not to be captured and eaten)?,True
8260,Is this one bulletproof?,True
8261,can I see aliens girls in another planet with this telescope?,True
8262,Will this help keep ghosts from entering my home?,True
8263,Will this save you from haribo hiroshima?,True
8264,If i get this will spartan locke shoot me because i'm helping the master chief?,True
8265,If i put this on will i sound like brian johnson?,True
8266,Can this support my left kidney?,True
8267,Now I have a friend that lives less then a mile away from me if we both had one of these we could save of our phone bill?,True
8268,Do you get the girl in the video too ?,True
8269,Does it come with the girl??,True
8270,I need a fan for my office work-area to drown out people in other cubicles with big mouths & loud voices.  Would this fan do the job?,True
8271,Question #184: How can there possibly be 183 questions about a waffle iron? Really. A waffle iron. 😂😂,True
8272,Question for dr. Flanagan - could a larger tabletop version be in the works for protection of an entire living space?,True
8273,I have a farmboy and an old man seeking passage to Alderaan will this ship be willing to hire?,True
8274,Does this cover if your dog tries to eat it?,True
8275,Am I gonna need bigger boat if I buy this?,True
8276,heres another stupid question is it a machine gun. Will it kill a ghost?,True
8277,Does it have madam secratery,True
8278,Size 8 is an XL on what planet?,True
8279,If I order Bernie and Hillary at the same time will the DNC make sure Bernie never arrives?,True
8280,Can I wear this while driving a spaceship?,True
8281,Can it stop a Dalek and summon the tardis?,True
8282,Can I use spirit gum to help hold the mustache in place?,True
8283,Country roads take me home,True
8284,Will this hammock support my fully grown pet bear as shown in picture?,True
8285,Would this work for target practice,True
8286,Does it work on broken hearts?,True
8287,It costs a lot of money....Will girls like me more if I buy it? Hot girls?,True
8288,would the blonde best friend get the case that said brunette best friend if their best friend was brunette?,True
8289,Why was there green booger stuff on the inside?,True
8290,Can this computer read my mind? If so can I operate it with mind power?,True
8291,Does this give off enough light to kill vampires?,True
8292,Does no one care about the amount of scotch the actors in the video are drinking? Like full glasses of scotch.,True
8293,what the probkem when you have white dota in your t.v?,True
8294,what's a person supposed to do with the rest of the stuff after the tropical mango is all drank up?,True
8295,Can women use it too? I see it's gendered for men...,True
8296,Does this really attract  fairy's? a lot of people say u need to build a real fairy house 2 get a fairy.,True
8297,Can this sword Cut a bad Ninja?,True
8298,Does a baby have to form for you to be able to drink it? Only a think layer fomed on mine after 15 days?,True
8299,Will I get popular with girls if I use this?,True
8300,Will this get me the babes?,True
8301,Does the magic 8 ball have decision making ability?,True
8302,Why the price increase from $7.99 to $19++. Does the formula now contain liquid gold?,True
8303,what pinwheel to keep geese off the lawn,True
8304,Will this motion scare critters away when they are dining on plants?,True
8305,Has this gone live?,True
8306,Does it come with a cat?,True
8307,Buying these for a muslim friend. can they be worn outside the usa when she gets deported?,True
8308,Where will my farts escape from?,True
8309,Does Cayde-6 approve of these?,True
8310,does guitar comes with it?,True
8311,Bitch add this back,True
8312,Would it be able to wash my wife's panties she's a big woman she's xxx large yeah she keeps on nagging on me cuz i use her panties to cover my pool ta,True
8313,Can I Talk to Worf?,True
8314,Does Jesus approve of this?,True
8315,It states free returns. Can I bag up the used wipes 100 at a time and return them for replacements?,True
8316,If I don't get eternal life after eating Jesus can I get my money back?,True
8317,Is that mean spirited John McKay around,True
8318,Will this mattress make me chocolate waffles for breakfast?,True
8319,should i be worried that weyland is the company which wanted to bring an alien back to earth for use as a biological weapon?,True
8320,Can the Block Rocker ward off demons?,True
8321,Will these be able to stop Aizen's Zanpakuto?,True
8322,Do you think if I get the pink one ill successfully look like Timmy turner?,True
8323,Does the weighted fabric help baby begin training for dealing with saiyans?,True
8324,Will it work on Mars and can my wife use it with a hairdryer on Mars? ;),True
8325,Is this a wallet for dogs?,True
8326,Is it true you receive a free apple 🍎 if you buy this?,True
8327,If you connect alexa to the plug then ask alexa to turn off the plug... is that suicide?,True
8328,can this tv cook pancakes with bacon and eggs,True
8329,will it help me get girls?,True
8330,Who let the cat out of the bag?,True
8331,Does Bruno Mars is Gay?,True
8332,does it come with the kid i need friends #roblox_life,True
8333,Why are my bugs escaping??,True
8334,If i buy now can i wait until December to get the roly polys?,True
8335,Would this be a good source for feeding turtle hatchlings? Will it produce enough bugs to keep up? I have 2 box turtle hatchlings 1 month old.,True
8336,Do I need to draw on my face with a sharpie before using this?,True
8337,If I wear this cologne would I get all the ladies??,True
8338,Will she drink all my Pepsi or will she buy me more Pepsi?,True
8339,Will it fit a hamster?,True
8340,if I get this will I be swimming? and will people be drowning in my waves?,True
8341,if i get this will i be able to fly?,True
8342,Can you fart on it?,True
8343,Can I get one of these with the lady? She looks cute. Would that cost extra? How much is shipping on the lady?,True
8344,Does this come with the brunette lady too?,True
8345,my dog ate the button; can i get another dog?,True
8346,shouldn't this be a picture of a Samurai?,True
8347,I see I can buy 1 bottle for $2.77 or I can get a two pack for $16.50.  Will the cops come arrest me if i buy a single bottle twice for $5.54?,True
8348,Will you look like cyclops in these lol,True
8349,How many farts can they withstand?,True
8350,"How do you keep from becoming a taco""?""",True
8351,Can it stop a Hulked out Cookie Monster?,True
8352,Is this bread whole grain? My grandma won’t have it if it isn’t.,True
8353,does the gorgeous male model come with them???lol,True
8354,Do the muscles come with the shirt or are they extra?,True
8355,Was this product made for Adam Carolla?,True
8356,Is this enough to make my dad hate me,True
8357,Is it made of people?  How can I be sure?,True
8358,I'm american. if i get caught eating this will i get deported?,True
8359,Can I defend my village with it?,True
8360,If i just rip the bag open will it just grow,True
8361,does it come from outer space ;),True
8362,Hello...  i'm a dinosaur.  my daughter gave me a '3 cree xm-l2 led headlamp for my anniversary.  how does one open the cover to the battery case?,True
8363,If you add ice does the bag sweat?,True
8364,My marriage is in trouble. Can Loctite hold it together?,True
8365,can you shrink me so i can ride it,True
8366,I wanna know who is selling these used.  Lol!,True
8367,Do the tattoos and the starbucks job come with the apron?,True
8368,Does the drawer read minds?,True
8369,Do you need to ever replace or add more of the blue things ?,True
8370,How would you feed it?,True
8371,I live in Colorado and its very cold and i want this delivered at my house but not sure how long it will survive in the cold. Any ideas???,True
8372,Does the nice lady in the picture come with the shorts?,True
8373,Is it hacking,True
8374,How well does this ward away Vampires and other creatures of the night?,True
8375,Does it come with the chick in the last picture?,True
8376,Does it come with a trashcan,True
8377,does all animals include humans?,True
8378,Does the shirt ship with the guy in the photo?,True
8379,Does the hot blonde chick in the picture come with it????  8),True
8380,If we've never been to Jupiter how do they know what it smells like?,True
8381,does this also work on/for zombies?,True
8382,Are these bags jooooohhhhhhn cenaaaaaaaaaaaaaa?,True
8383,Will these sights help me see the future?,True
8384,Can these be used to catch Pokemon?,True
8385,Do u guys accept kidney as a payment ?,True
8386,no way I can get a bottle right now? lol,True
8387,Would you say these clubs have forgiveness?,True
8388,Does it come with the girl in the picture??,True
8389,No dishwasher no harsh scrubbers no harsh soaps no soaking... and of course the first time i use it i burn the rice. how to clean it?,True
8390,Why does this exist?,True
8391,it's normal to lose the faith on humankind after seeing this?,True
8392,Is this for the 9 year olds and then when they win they do some Cringy Ass emote?,True
8393,Why do people ask the dumbest questions like they're just hearing of computers for the first time? Is it true that they compute things? Trollala,True
8394,Can i become flash with this ring? Cause $35 is what i am expecting,True
8395,Is this useful against werewolves?,True
8396,Will this help me get chicks?,True
8397,how many ounces per can. Will I be able to fly with this?,True
8398,Would this bench be suited to Vladimir Putin,True
8399,I have upstairs nasty and noisy tenants.  Will this work through the ceiling?,True
8400,Is the man on the red jacket included? he is sexy,True
8401,Is there anything that lets you fly through a universe/galaxy with this?,True
8402,will it offer an egg during trying times?,True
8403,Is this a real Danny DeVito?,True
8404,Will this work on Ghosts?,True
8405,Will it summon Chinese Ghosts?,True
8406,Will this help me get my wife back?,True
8407,"Will this show inconclusive or ""not human?""",True
8408,Does this contain any of bill gate's body parts?,True
8409,Can she eat real food?,True
8410,Can she take a real pacifier?,True
8411,Can she take a real pacifier?,True
8412,I have a big important question i'm really afraid that if i take this outside i'll get hit by a lightning strike. is it possible? please explain.,True
8413,Why does it look so afraid?,True
8414,can be use for a person tongue?,True
8415,Will this help me fight aliens better?,True
8416,Will this get my girlfriend pregnant?,True
8417,Did Santa buy this for that kid?,True
8418,Teddy on the photo is so cutewill she/he be present when i order the sofa cover?,True
