,text,humor
2711,Men don't care whats on tv. They care what else is on tv.,True
2712,Looks like my do absolutely nothing and get filthy rich plan isn't working.,True
2713,Valentines day is cancelled. Want proof? 14-02-12=0,True
2714,I would never be a doctor. Id have to work on the weakened.,True
2715,What concert costs 45 cents? 50 cent and nickel back.,True
2716,I think I speak for everyone on Twitter when I say blah blah blah blah.,True
2717,"Your mommas so fat, she uses Google++++",True
2718,This planking epidemic is getting out of hand. The old lady next door has been laying outside for 3 days now.,True
2719,Did Adam and eve have belly buttons?,True
2720,I just watched the entire P90X series and didn't lose a single pound. What a scam!,True
2721,What is the same about Netflix and diarrhea? They both stream instantly.,True
2722,"Sorry for no tweets yesterday, I think my neighbors forgot to pay the Internet bill. How irresponsible of them.",True
2723,Naming one of my children Bass so if I drop them no one will get mad at me.,True
2724,"As soon as women see me, they immediately in shape to impress me. They start running.",True
2725,"Changing my Facebook language to Spanish. So now instead of a ""Like"" button, I have a ""Me Gusta"" button.",True
2726,I wonder if the girls on 16 and pregnant will come back and have a show called 32 and a grandma?,True
2727,Need a new book that will just blow your Mind? Read Twilight! You'll read a page and want to shoot yourself.,True
2728,"When a deaf person sees me yawn, does he think I'm screaming?",True
2729,My cat should stop thinking outside of the box.,True
2730,"My parents are omnipotent. In other words, they are all-no-ing.",True
2731,When a women says 'What?' it's not because she didn't hear you. Shes giving you a chance to change what you said.,True
2732,I'm gonna make a book called there's Waldo. And you have to find everything else.,True
2733,If I turned invisible I'd go to Paris and beat up a street mime. The amount of applause he would get would be amazing.,True
2734,Do you think Satan gets a lot of letters from Dyslexic kids during Christmas?,True
2735,The chances of you dying on the way to get your lottery tickets are greater than your chances of winning.,True
2736,"Hitler without a blindfold: "" I can see""
Hitler with a blindfold: "" I can Nazi""",True
2737,Teacher: A person who helps you solve problems you wouldn't have without them.,True
2738,"""Wow, nice pair of crocs""
-Said no one, ever.",True
2739,"Was on Yahoo! Answers and saw a question. 
""How big is the specific ocean?""
I replied, "" Can you be more pacific? """,True
2740,"My girlfriend says I never take her anywhere expensive, so I took her to the gas station.",True
2741,The problem with political jokes is they always get elected.,True
2742,I walk by the clock to pass the time.,True
2743,"For every dollar a man makes, a woman makes seventy cense. That's not fair cause the man is only left with .30.",True
2744,"If I had a quarter for every time homeless person asked me for change, I'd still say no.",True
2745,The only thing easier to pick up when it's heavy is women.,True
2746,So stressed my acne just broke out.,True
2747,"When a recipe asks for crushed ice, I tell the cubes they'll never amount to anything.",True
2748,You know that tingly feeling you get when you like someone? That's common sense leaving your body.,True
2749,"Do you ever get the feeling you're being watched? Because if it's bothering you, I'll stop.",True
2750,I think men who have a pierced ear are more prepared for marriage. They've already bought jewelry and have experienced pain.,True
2751,"'Yo yo'--a six year old's favorite toy, or two gang members talking? You be the judge.",True
2752,"Sometimes, I miss being in a relationship. But then I look in my wallet and feel alright again.",True
2753,An angel came and told me God has been hearing my prayers...and they're really creeping Him out.,True
2754,"I'm not ignoring you, I'm pretending you're dead.",True
2755,"My girlfriend left me for my neediness of approval. That's ridiculous, right guys? Right? Right?",True
2756,"Roses are grey.
Violets are grey.
I'm colorblind.",True
2757,"Instead of cosmetics, I'm giving my wife PhotoShop.",True
2758,Some girl just said she wanted to have my children. Im dropping off my 2-year-old tomorrow.,True
2759,Why do people take years to write a novel when they can buy one for a couple bucks?,True
2760,Magicians make people disappear all the time! But as soon as I take and hide a regular person everyone freaks out!,True
2761,The first time I sang in the church choir about 200 hundred people changed their religion.,True
2762,It pains me to say this...but I have a sore throat.,True
2763,Age has its advantages. Too bad no one that old can remember what they are.,True
2764,"When someone calls me ugly, I get super sad and hug them, because I know how tough life is for the visually impaired.",True
2765,"I'm super lazy. It's like lazy, but I wear a cape.",True
2766,When I went to the urologist he said I had to go.,True
2767,"I want to find my true self. But for fun, I decided to throw on some camouflage.",True
2768,All men make mistakes. Married men just find out about them quicker.,True
2769,Ever decide to run a red light but the guy in front of you chickens out?,True
2770,Do you know what all kind of imported port-a-potties should be called? EUROPEAN.,True
2771,"The only time I smile when I have done something wrong, is when I have found someone to blame it on.",True
2772,People like you are the reason we have middle fingers.,True
2773,I'm happy. Don't ruin it by talking to me.,True
2774,I'd rather have a mustache than a baby.,True
2775,"In a thousand years, archaeologists will dig up tanning beds and think we fried people for punishment.",True
2776,"""Last night, I was sitting so long that I had to do some stretches before I used the bathroom."" -Corinna M",True
2777,Foosball: A combination of soccer and shish kabobs.,True
2778,I never knew true happiness until I got married...then it was too late.,True
2779,Anything not made by God is made in China.,True
2780,You so ugly even a basilisk couldn't look you in the eye.,True
2781,Making another Facebook profile called Ahontas and have people poke me.,True
2782,The last piece of that Butterfinger I ate in '07 finally came out of my teeth.,True
2783,"I tried on a pair of jeans from 7 years ago and they still fit perfectly. My ""eat whatever I want and hope nothing happens"" diet is working!",True
2784,"Whenever I have a problem, I just sing. Then I realize that my voice is worse than my problem and it isn't a big deal anymore.",True
2785,Home alone and something just farted. Don't know whether to laugh or be scared.,True
2786,Was in the gym earlier and jumped on the treadmill.people were giving me weird looks so I started jogging instead.,True
2787,"My girlfriend said my brother is ugly, I typically wouldn't mind, but we are identical twins.",True
2788,"When people tell me to make myself at home, I begin to yell invariably at the tv.",True
2789,"Take my advice, do not take my advice.",True
2790,"Some day you'll go far, and I hope you stay there.",True
2791,I have horrible luck. The only girl in the world for me is my adopted sister.,True
2792,I'm going to open a parachute company. Because anyone who would complain about my product is already dead.,True
2793,I predict we have been reading the Mayan calendar upside-down an we still have another 2000 years to live.,True
2794,Trying to figure out why suicidal pilots wear helmets.,True
2795,"Ugly people don't need beauty sleep, they need hibernation.",True
2796,"When girls say ""let's just be friends"" it's like your mom telling you that your dog died but you can still keep it.",True
2797,My New Year's resolution is to make commitments I can't keep. I am well on my way.,True
2798,If I ate myself would I be twice as big or disappear completely?,True
2799,The only dream that ever comes true is one about peeing.,True
2800,Liking your own Facebook status is like high-fiving yourself in public.,True
2801,"Fundraiser idea: Play 'Baby' by Justin Bieber constantly, and have people pay to make it stop.",True
2802,New Year's Resolution: 1: Buy a padlock. 2: Find a person with Tunnel plugs( holes in their ear). 3: Lock it onto their ear. 4: Run.,True
2803,Just bought some Emo grass seed for the lawn. It cuts itself!,True
2804,We live a society where obesity is uprising and skinny jeans are a fad. Please help me.,True
2805,Iasanamericanhavediscoveredanewwaytobelazyandthatisusingnospacebar.,True
2806,"I stood up and the button on my shirt fell off, I grabbed my bag and the handle broke off, and now I'm really afraid to go to the bathroom.",True
2807,Video games have better plots than moves nowadays.,True
2808,"I met the girl of my dreams, then I woke up.",True
2809,Don't lie to me! That's what the government does!,True
2810,"Dog: Man's best friend.
Cat: Man's reclusive roommate who poops in a box.",True
2811,Does this XXXXL shirt make me look fat?,True
2812,Do you think when midgets take drugs they get medium instead of high?,True
2813,Did you ever noticed the word 'bed' actually looks like one?,True
2814,I say 'Pika' every time before I sneeze.,True
2815,Chuck Norris is a stupid actor! if he was a good actor he'd come over and slap my head on the keyknadjndbndkndbjdknskodokdnsnmanbsjdo,True
2816,What people don't realize: Those people who think paying $60 for a video game is a waste just bought themselves a $300 pair of shoes.,True
2817,I was looking at my family tree and noticed a dog peeing on it.,True
2818,The best person for the job is the one who understands it well enough not to want it.,True
2819,"Ernie, would you like some ice cream? Sherbert!",True
2820,"Need a distraction? Not only does 12+1=11+2, but the letters ""twelve plus one"" rearrange to give you ""eleven plus two"".",True
2821,Press Alt + F4 to finish the joke..,True
2822,Shotgun Weddings : A wife or death situation.,True
2823,"I live everyday trying not to disappoint those three people who wrote ""Stay Cool"" in my yearbook.",True
2824,"Sometimes wisdom doesn't come with age, sometimes just age likes to show up.",True
2825,I once had a girlfriend who could look into the future. She left me before we met.,True
2826,"one out of every four Americans is suffering from some form of mental illness. Think of your three best friends. If they are okay, its 
You",True
2827,"As I said before, I never repeat myself!",True
2828,"I'm going to get a bumper sticker that says ""If you can read this, I can slam on my breaks and sue you""",True
2829,Just sold my car for gas money.,True
2830,"Watching a blonde with lipstick on her forehead, she must be making up hermind.",True
2831,"Watched a blonde staring at an orange juice for 20 minutes, finally asked her what she was doing and she said it said ""concentrate""",True
2832,I have a degree in art--you want fries with that?,True
2833,"111,111,111 x 111,111,111 = 12,345,678,987,654,321",True
2834,"- Don't be irreplaceable, if you can't be replaced, you can't be promoted.",True
2835,Just changed my ringtone to a busy signal. Why haven't I thought of this before?,True
2836,"If I melt dry ice, can I swim without getting wet?",True
2837,Beauty is only a light switch away.,True
2838,Right now I'm having amnesia and deja vu at the same time. I think I've forgotten this before.,True
2839,Just found a misspelled word in the dictionary... What do I do?!?!,True
2840,I considered atheism but there weren't enough holidays,True
2841,"If you see your friend Jack on an airplane, don't say Hi to him.",True
2842,What's the difference between a girlfriend and a wife? 45 pounds.,True
2843,Did you hear about the paranoid dyslexic? He thought he was following someone.,True
2844,I wish school was as easy as half the girls that go there.,True
2845,The reason I don't watch Jersey Shore is because I can watch talking carrots on VeggieTales.,True
2846,"I still miss my ex-girlfriend, but my aim is improving",True
2847,I wanted to lose weight so I went to the paint store. I heard I could get thinner there.,True
2848,Police were called to a daycare where a three-year-old was resisting a rest.,True
2849,Need an ark to save two of every animal? I noah guy.,True
2850,"I would take a bullet for anybody, unless it was shot out of a gun.",True
2851,"Im sorry, did The middle of my sentence interrupt the beginning of yours?",True
2852,"A men tells his doctor ""Doc, help,I'm addicted to Twitter!"" the doctor replies, ""sorry, I dont follow you..""",True
2853,It's always funny until someone gets hurt. Then it's hilarious.,True
2854,What is it called when I pay people off not to call it bribery?,True
2855,I learn from the mistake of others who take my advice.,True
2856,I put off more things by 9:00am than most people do all day.,True
2857,People can be so full of crap. They should consider a laxative.,True
2858,Why'd The blonde get fired from The M&M factory? She threw away all The W's,True
2859,"If a man with no arms has a gun, is he armed?",True
2860,What's the other word for synonym?,True
2861,I'm amazed swearing isn't a part of Driver's Ed.,True
2862,Just saw a guy hairier than Chewbacca dipped in Rogaine,True
2863,I'm busier than a one-toothed man in a corn-on-the-cob eating contest.,True
2864,Originality is The art of concealing your sources.,True
2865,Marriage is not a word. It's a sentence.,True
2866,"Follow your dreams, except for the one where your naked at work.",True
2867,"Got some new underwear today, well, to me.",True
2868,I'm not a pessimist. I have a B Negative blood type.,True
2869,Want to save money on car insurance? Flee the scene!,True
2870,They need to change the national bird to Kentucky Fried Chicken.,True
2871,"Nothing makes me feel more in control then the shaking, panicking icons when I'm about to delete an app.",True
2872,Can't find the bottom of my shoes. Guess I have some sole searching to do.,True
2873,Went to open mic night and it was just some dude talking about his life.,True
2874,I'm throwing a party for people who have issues with orgasms. Can you come?,True
2875,"Twilight's like soccer. They run around for two hours, nobody scores, and its billion fans claim you just don't understand.",True
2876,"Why do women live longer, peaceful lives? Because they don't have a wife!",True
2877,"Girl: Do you know, why were females created before males?
Boy: Because God needed a rough funny draft before the final copy!",True
2878,"Do you know when you are in hospital, your friends ask: Hi, how are you dear?
But your best friends ask: Hey buddy, how is the nurse?",True
2879,"My girlfriend thinks I'm a workaholic, to prove her wrong, I only worked a double shift on the weekends instead of a triple.",True
2880,"""Inverted sit-ups"" is just a fancy name for lay-downs. I can only do one. But I can hold it for a long time.",True
2881,"I wish there was a cereal with human shaped things to eat, then I could be a cereal killer.",True
2882,"If a deaf person swears, does their mom wash their hands with soap?",True
2883,"My best friend ran off to become a mime, I haven't heard from him since.",True
2884,"""The biggest problem with using the Internet is you never know if it's reliable or not"" -Abraham Lincoln",True
2885,I was just awarded a trophy for laziness. All I need now is for someone to accept it on my behalf.,True
2886,The first person who pulled an egg out from under a chicken's butt and ate it must have been really freaking hungry.,True
2887,"Teachers know when you are texting. I mean, are you really looking at your crotch and smiling?",True
2888,"If there was a hero that saved people from awkward conversations, he'd be more popular than Superman.",True
2889,I'm on a diet where I eat everything and hope for a miracle.,True
2890,Bad decisions=good stories.,True
2891,My favorite outdoor activity is going back inside.,True
2892,Baby: What you can sleep like if you dont have one.,True
2893,"I saw a transvestite wearing a shirt that said ""guess""",True
2894,How fast does a Zebra have to run before it looks grey?,True
2895,I have a time machine. But it only goes forward at a regular speed.,True
2896,Whale watching is very similar to watching disappointed people on a boat.,True
2897,Home: A mobile home with a flat tire.,True
2898,"Renamed the router ""Hide Your Kids, Hide Your Wi-Fi""",True
2899,They should make a Rosetta Stone for men to understand women.,True
2900,"Be there in 5 minutes, if not, read this again.",True
2901,I think the most unrealistic thing about Harry Potter is the fact a Ginger had two friends.,True
2902,"When I see people in camouflage I bump into them and say""Whoa, sorry I didnt see you there"".",True
2903,My math professor staples Burger King applications to failed tests.,True
2904,"Girls, if a guy pauses a video game to text you back, marry him.",True
2905,Are straight and gay pirates after the same booty?,True
2906,"I'm going to make an ice cream name ""Genetics"" so then people have an excuse to be so fat.",True
2907,"I'm going to make a shirt for fat people that says ""I beat anorexia"".",True
2908,Why did the phone wear glasses? He lost his contacts.,True
2909,I see a striking resemblance between Justin Bieber and Elton John.,True
2910,I hate Lay's for selling me air in a bag with a little bit of chips.,True
2911,"Back in my day, we had NINE planets.",True
2912,Respect your parents. They did school without google or Wikipedia.,True
2913,Why'd the idiots at Microsoft buy Skype for over $10 million dollars when they can download it for free?,True
2914,I think the worst part about being an Asian is trying to tell whether you blinked in a picture or not.,True
2915,"Tickling: Like being raped, but you're forced to laugh.",True
2916,"When MW3 was released in Iraq, they called it Sims.",True
2917,I think Emos just like the way their hair smells.,True
2918,Fighting for peace is like having sex for virginity.,True
2919,LOOK LEFT ----------------------------&gt; fail.,True
2920,"Study: The act of watching TV, texting and eating with an open textbook nearby.",True
2921,I wish Google Maps had an 'Avoid the Ghetto' routing option.,True
2922,I wanna throw a party with fake alcohol and see how many people act wasted.,True
2923,Those laxative commercials seem to go right through me.,True
2924,Sick of being so tired? Well there's a nap for that.,True
2925,I was reading 'The History of Glue' last night--I couldn't put it down.,True
2926,I wish my only problem in life was fighting over how many millions of dollars I make. #Lockout,True
2927,That moment where you're trying to work but a bunch of YouTube videos keep popping up.,True
2928,"I wont jump in front of a bullet for anyone. Because if I have time to jump in front, you have time to move.",True
2929,I'm quitting eating these Thanksgiving leftovers; cold turkey.,True
2930,I would be the funniest man alive if I had no morality.,True
2931,"Him: You're sexy!
Her: And I Know it!
Him: LMFAO, good one!",True
2932,Ambition is a poor excuse for not having enough sense to be lazy.,True
2933,I've got a friend whose butler is missing his left arm--serves him right.,True
2934,"I bought a Christmas tree today. The guy asked me if I was going to put it up myself. I said no, I'll probably put it in the front room.",True
2935,"People who say ""Give it 100%"" haven't ever donated blood, have they?",True
2936,It really bugs me that OCD isn't alphabetized.,True
2937,The mail has became so slow that the seeds I ordered arrived in full bloom.,True
2938,"My family's new television has parental control.

I'm gonna use it to get my mom to make me a sandwich.",True
2939,"Note to thieves: Steal from a thug, chances are his PIN #s are one of three 4-letter swear words.",True
2940,"I watch pom. You misread that, didn't you?",True
2941,Modern Warfare 3: The ultimate form of birth control.,True
2942,"TEACHER: Now, Simon, tell me frankly, do you say prayers before eating?

SIMON: No sir, I don't have to, my Mum is a good cook.",True
2943,"Recent Sperm Bank Review: ""I love coming here""",True
2944,Going to mcdonalds for a Salad is like going to a hooker for a hug.,True
2945,Halloween: the only day you can get away with killing someone and leaving them on the front porch.,True
2946,We went from playing doctor as kids to airport security as teenagers.,True
2947,Humpty Dumpty died a crack head.,True
2948,Deja Moo--Feeling like you've heard this Bull Crap before.,True
2949,Just saw a blonde driving a smart car. I could make a joke out of this...,True
2950,"A thing to ponder: if the Pope uses the restroom, is it a holy crap?",True
2951,Marriage is like game of poker. You start with pair and end with full house.,True
2952,"If prisoners get arrested, where do they go?",True
2953,Just ordered a load of bubble wrap off eBay today. Just to see what it gets delivered in.,True
2954,"Cleavage - It's like the sun. It's okay to look, but dangerous to stare.",True
2955,I think it is time I tell you what people are saying behind your back...! Nice Butt.,True
2956,Funny Laws-Alaska: persons may not live in a trailer as it is being hiked across the city.,True
2957,Funny Laws-Alaska: it is considered an offense to push a moose out of an airplane.,True
2958,"Q. Where do you find a one legged dog?
A. Where you left it.",True
2959,Help keep America beautiful. Stay in your house!,True
2960,"Virginity is like a bubble, one prick and it's gone.",True
2961,I never win at Scrable.,True
2962,I'm sick of people lying to me. I asked three people what time it was and they all said something different.,True
2963,The only regret I would have if I died in my sleep was going to bed.,True
2964,What is a common illness for Judge's to have? Motion sickness.,True
2965,Are Pi shops open 22/7?,True
2966,All exorcism is: B(r)east Reduction,True
2967,Tork is screwed up.,True
2968,Torc is screwed up.,True
2969,The technology of this weed-whacker is cutting hedge!,True
2970,"Women shouldn't have children after thirty. Because, really, thirty children should be enough.",True
2971,"I dont know what all this planking business is about, I just know Snoopy started it.",True
2972,Where do women use the restroom? All I ever see on the bathroom signs are men and Scottish men.,True
2973,"Giraffes are the cockiest beings I've ever met, do you know how long it takes for them to swallow their pride?",True
2974,I just want people to accept who I pretend I am,True
2975,"Why are hurricanes names after women? Because at first they are wet and wild, then take your home and cars away.",True
2976,"I love you. I love other words, too.",True
2977,Just past my English exam.,True
2978,The only plastic surgery I'll ever give my wife is cutting up her credit cards.,True
2979,Super Bowl: 30 second clips of men running in between commercials,True
2980,All trail mix is is deconstructed candy bars.,True
2981,Women say we men have it easy because we haven't experienced childbirth. How the heck do they think we got here?,True
2982,"My girlfriend called me to break up with me because 'I don't understand the simplest concepts'--I said'Hang on, how'd you get in my phone?'",True
2983,Word to the Women: It ain't the clothes that make you fat.,True
2984,"My girlfriend left me cause she's sick of me ""quoting her all the time""...",True
2985,Tired apostrophes risk falling into a comma.,True
2986,My smart phone doesnt work. I push home and I'm still at work.,True
2987,I hate helping people. I think I'll get a job at Apple.,True
2988,I'd rather  have a dry sense of humor than slobber everywhere .,True
2989,When I was born I was so smart I got my parents to feed me and dress me and carry me around with them all day.,True
2990,Auto-correct can kiss my big fat hairy ask!,True
2991,I always go off topic in middle of the Mediterranean where I had a lovely time.,True
2992,"Twinkle twinkle little slut, close your legs you filthy mutt.",True
2993,"I say the right things, to the wrong people.",True
2994,I live life like how I type. Fast with a lot of mistakes that I'm too lazy to fix.,True
2995,"I Have faith in fools. In my friends' cases, they call it self-confidence.",True
2996,Making another Facebook account with the name ' Nobody Actually ' to mess with people's heads when I like their statuses.,True
2997,I think shooting for the stars is a waste of ammunition.,True
2998,Life gets easier when youre part of the problem.,True
2999,I fell in love at first sight...I probably should have looked twice.,True
3000,I'm green. I use iPhone apps in my iPad to save pixels.,True
3001,"I'm always one step ahead of my girlfriend. When she dumped me, I told her the bags were already in the car.",True
3002,I think my computer is female. She's always correcting my mistakes and telling me how to fix them.,True
3003,Are there really rhetorical questions?,True
3004,"I was talking to my mate earlier when I thought to myself, ""Why on earth are you called Earlier?""",True
3005,I'm so proud of my hydration I don't even flush.,True
3006,"Since it's the thought that counts, I'll just keep thinking about getting that colonoscopy.",True
3007,Ignoranus: an ignorant butthole.,True
3008,"Russian Roulette: You win some, you lose one.",True
3009,"When Sting retires, will he change his name to Stung?",True
3010,Valentine's Day: the reason so many people are born in November.,True
3011,I size zero considered 2D?,True
3012,Retro Shopping: comparing prices after you have bought the item.,True
3013,Unprotected sleep: sleeping without an alarm clock.,True
3014,Grade Digger: the chick who only talks to me for help with her classes.,True
3015,Enjoyed the wii-kend. Have I even blinked?,True
3016,Barage: neighborhood garage transformed to look like a city bar.,True
3017,What: A taunt used by gangsters.,True
3018,"Eargasm: climax of ear's pleasure, usually when listening to music. ""Dude! I totally just had an eargasm man!""",True
3019,Textpectation: Anticipation of receiving a new text.,True
3020,Main: what a guys number one girl is. He fails to tell her about the others.,True
3021,Playlistism: discrimination against people's choice of music.,True
3022,Emaul: degrading someone via e-mail,True
3023,Super Bowl: The only show that makes me want to watch the commercials.,True
3024,"Ho ho ho: Santa's cry, or three prostitutes.",True
3025,E-void: the use of technology to avoid human contact.,True
3026,"To celebrate the last Harry Potter movie, I am going to cut a scar in my forehead.",True
3027,"I'm not old, I'm a classic.",True
3028,"Naps prevent old age, especially when you take them while driving.",True
3029,I have a leak in my pipe.. Dam it!,True
3030,I finally got my sportscar. Got a mad gash between my eyes from a football!,True
3031,Life is like a bubble bath. All fun and games till till you get some in your eye.,True
3032,Flashole: Someone who flashes you with their brights even though yours aren't on.,True
3033,Gashole: A jerk who drives something that consumes a lot of gas.,True
3034,"Parentnoia:Parentnoia is the irrational fear parents have that their children are doing something wrong, or being hurt in some way.",True
3035,Do you think if I charged my phone less it would do the same?,True
3036,Icescapee: The ice cube that ends up on the floor when you break a new tray of ice.,True
3037,"Chevrolegs: The kind of vehicle you own when you can't afford a car. 

Your feet.",True
3038,Body Spam: Unsolicited body contact.,True
3039,"ego-fart: Flatulence forced from one's body in a pompous, self-satisfying manner, without regard to the consideration of others.",True
3040,"email: Once an efficient and fast method of communication and message transferring, now a way of harassing Internet users with spam,",True
3041,Peegret: Regretting not using the bathroom shortly after you leave a facility in which you were able to do so.,True
3042,"Congreenient: The practice of recycling, or being green, only when convenient. A person who only recycles when it is convenient to do so.",True
3043,"The stall stall: In public bathrooms, the act of remaining in a bathroom stall after having completed one's business, to maintain anonymity",True
3044,YouTube has drastically changed my attention span from about three hours to three minutes.,True
3045,"Tanorexia: A disease like anorexia, no matter how tan a person is they never think they are tan enough.",True
3046,Dweet: (v) Tweeting while intoxocated.,True
3047,Thanksgiving: Another excuse for Americans to eat all day.,True
3048,Geek: The people you pick on in high school and work for after.,True
3049,NERD: One whose IQ exceeds their weight.,True
3050,Twitter Bang: Hooking up with someone in less than 140 characters.,True
3051,"Hahaha: Used when ""haha"" just isn't funny enough.",True
3052,Hangry: So hungry by the lack of food you become angry.,True
3053,Love: Nature's way of tricking people into reproducing.,True
3054,"Unbrella: An umbrella which has no further use, as when a force of wind turns it inside-out",True
3055,Headline: Suicidal twin accidentally kills sister,True
3056,"Microwave Mentality:
Having the attitude that if something can't be done in 5 minutes or less, it's not worth doing.",True
3057,Productive Procrastination: The act of keeping busy with things that don't need to be done.,True
3058,Bisexual: The ability to reach down someone's pants and be satisfied with whatever you find.,True
3059,Engayed: The term used when two gays are engaged or want to become married.,True
3060,"Immature: What one redneck says to another when he wants his chair back.
""Hey, you done sat immature and I be wanting it back.""",True
3061,"Everyone has weird neighbors. If you don't, you're the weird neighbors.",True
3062,Why did we name our planet after dirt?,True
3063,Why do so many people on Facebook take pictures of their mirrors?,True
3064,Loves the time of year when things that blow up are legal.,True
3065,I rate myself 9.84520137453850162 out of 10 for accuracy.,True
3066,"Sorry followers for being gone--Sorry I look so beat up. But, you see, the economy bounced back and I was standing in the way.",True
3067,Today I took a class on castration It was all neuter me,True
3068,"""I feel depressed, lol""",True
3069,Fishes miss a lot of calls. They always seem to be stuck on a line.,True
3070,"I am thankful for laughter, except when milk comes out of my nose.",True
3071,"If you want to make God laugh, tell him your future plans.",True
3072,In Beverly Hills...they don't throw their garbage away. They make it into television shows.,True
3073,I took a test in Existentialism. I left all the answers blank and got 100.,True
3074,"We could learn alot from bees. Organization, productivity, community sacrifice, stinging people who annoy us...",True
3075,I won 'BSer of the year' but no one believed me.,True
3076,Your girlfriend is rated E: for everyone.,True
3077,FYI: Condoms are cheaper than diapers.,True
3078,Marriage: Assisted Suicide.,True
3079,Psychology - the art of pulling a habit out of a rat.,True
3080,Here’s to being single – drinking doubles – and seeing triple!,True
3081,"ONN: Handmade Anti-Obama Sign Currently Frontrunner for Republican Presidential Nomination. ""NoBama!""",True
3082,Ambetextrous: able to text with both hands.,True
3083,"There's a lot of fish in the sea. Might as well catch a few, gut them, and throw them back in.",True
3084,"When I read about the evils of drinking, I gave up reading.",True
3085,Men are like bank accounts. Without a lot of money they don’t generate a lot of interest.,True
3086,I have a drinking problem. If Jake has 5 beers and Dan has 4…,True
3087,"eath is nature’s way of saying, Your table’s ready.",True
3088,One reason I don’t drink is that I want to know when I am having a good time.,True
3089,Wise men don't need advice. Fools won't take it.,True
3090,"If I had a dollar for every time someone called my ex wife ugly...
I would have stayed with her for the money.",True
3091,Why are Human beings are the only creatures that allow their children to come back home?,True
3092,Let us be thankful for fools. But for them the rest of us could not succeed.,True
3093,The beauty about telling the truth is you never have to remember anything.,True
3094,My wife let's me show her who's boss every once in awhile.,True
3095,Mental Note: Actual notes work better.,True
3096,Have you seen the price of velcro? It's a ripoff!,True
3097,Don’t worry about the world coming to an end today. It is already tomorrow in Australia.\,True
3098,"Without geography, you're nowhere.",True
3099,Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience,True
3100,"My answering machine: Roses are red, some willows weep, please leave your message, after the beep.",True
3101,"So you know that phenomenon in 1990 that 150 sheep fell off a cliff? Well that's ""unherd"" of.",True
3102,Giving up smoking is easy...I've done it hundreds of times.,True
3103,The difference between the right word and almost the right word is the difference between lightning and the lightning bug.,True
3104,I must have a prodigious quantity of mind; it takes me as much as a week sometimes to make it up.,True
3105,The Truth: S(he) be(lie)ve(d).,True
3106,Marriage is a relationship wherein one person is always right and the other person is the husband.,True
3107,"Drive carefully! Remember, it's not only a car that can be recalled by it's maker.",True
3108,"That would be a good thing for them to cut on my tombstone: Wherever she went, including here, it was against her better judgment.",True
3109,Radioactive halibut will make fission chips.,True
3110,"I used to be schizophrenic, but we’re all right now.",True
3111,"Have no kids? 
Hire a babysitter anyway, 
say kid is asleep upstairs and not to be woken. Return home and ask where your child is.",True
3112,"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book.",True
3113,"If a star fell for every time I thought of you, the sky would look just as it does now.",True
3114,I bought a waterbed in hopes that me and my girlfriend would eventually drift away.,True
3115,“The reason grandchildren and grandparents get along so well is because they have a common enemy.”,True
3116,"It might look like I’m doing nothing, but at the cellular level I’m really quite busy.",True
3117,Sign posted in a bathroom: We aim to please! You aim too! Please!,True
3118,"""A father is someone who carries pictures where his money used to be.""",True
3119,"Roses are red, violets are blue, God made me pretty, what happened to you?",True
3120,"A bargain is something you cannot use at a price you cannot resist.""",True
3121, I discovered I scream the same way whether I’m about to be devoured by a great white shark or if a piece of seaweed touches my foot.,True
3122,The main reason Santa is so jolly is because he knows where all the bad girls live.,True
3123,"A bank is a place that will lend you money, if you can prove that you don’t need it.",True
3124,I saw a woman wearing a sweat shirt with “Guess” on it…so I said “Implants?”,True
3125,"A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station..",True
3126,"How is it one careless match can start a forest fire, but it takes a whole box to start a campfire?",True
3127,"Evening news is where they begin with ‘Good evening’, and then proceed to tell you why it isn’t.",True
3128,A fine is a tax for doing wrong. A tax is a fine for doing well.,True
3129,Why buy shampoo when real poo is still free.,True
3130,A religious war is like children fighting over who has the strongest imaginary friend.,True
3131,The future isn’t what it used to be.,True
3132,He's not dead… he's electroencephalographically challenged.,True
3133,"Never, ever make absolute, unconditional statements.",True
3134,"Now that Microsoft is so big, should it be called Macrosoft?",True
3135,"If you think about it long enough, you’ll see that it’s obvious.",True
3136,Cleaning your house while your kids are still growing is like shoveling the walk before it stops snowing,True
3137,Too bad all the people who know how to run this country are busy running taxi cabs or cutting hair.,True
3138,"There are three kinds of lies: Lies, Damn Lies, and Statistics.",True
3139,"Right after we broke up, my ex-girlfriend asked me how to change her relationship status on Facebook.",True
3140,"My girlfriend thinks I have a gambling addiction. She hasn't said anything, but I bet that's what she's thinking.",True
3141,I'm 100% against animal cruelty. Nothing makes me sadder than when my dog makes fun of me.,True
3142,Spring is when you feel like whistling even with a shoe full of slush,True
3143,People in cars cause accidents. Accidents in cars cause people.,True
3144,When at wal mart: tell manager over intercom to find your lost friend mike hunt,True
3145,Experience is what you get when you don’t get what you want.,True
3146,According to my calculations the problem doesn't exist.,True
3147,"The trouble with jogging is that by the time you realize you're not in shape for it, it's too far to walk back.",True
3148,I hope I never meet the girl of my dreams. Cause she'll be wanting some weird stuff.,True
