,question,humor
7061,where are you located,False
7062,How big is an adult Dubia Roach?,False
7063,is there an algorithm no longer than 2191704133417 moves? or is it impossible?,False
7064,"What is the medium and large size dimensions?  I wear a men's 39"" suit jacket.  Which one should I buy?",False
7065,Will the stock O2 sensor fit?,False
7066,Are you set on this price?,False
7067,Is this compatible with Timex wrist bands?,False
7068,I am 72 years old and forgetful. Will this beep to remind me to take my stool softener at a certain time?,False
7069,Can I get one the same price but plastic,False
7070,are you serious?,False
7071,does it tell time?,False
7072,My grandson told me that these cars are great with regular rubber tires.  Is this true?  If so what type and size?,False
7073,Does it come with a chain?,False
7074,will this work with my I-phone 7?,False
7075,does the wheels lock for when ironing ?,False
7076,Are these TY beanies?,False
7077,Does it come with a pump?,False
7078,What is the blade thickness (to the hundredths place or better please) ?,False
7079,is this legal  in NC?,False
7080,where is the enter button,False
7081,Is every part of it full-metal or is part metal part plastic?,False
7082,"How tall is the blade from blade to spine? (i have the victorinox 6"" ""chef'a knife"" but it is more like a long paring knife than a short chef's knife.",False
7083,does this have a tip like the 5X POWER butane cans?,False
7084,Does it come with a remote?,False
7085,What are the washing instructions for this hat?,False
7086,According the information on Amazon you provide free shipping to Hungary? At the end of the purchasing steps Amazon did not count any shipping prize.,False
7087,what size is the ring?,False
7088,I ordered two bags of the pro-cure salt and got BORAX instead with a sticker on top saying it was the pro-cure salt. Please fix this,False
7089,Does it come smaller that 36. I would like one in 16.,False
7090,Does this pouch come with the new HSG clips or the older version?,False
7091,My 2 Rockford Fosgate p3 subs are both 6.66inches deep will these fit in this box?,False
7092,Just what ismy favorite color,False
7093,Would this be okay for a couple who has been dating for a while but not married yet?,False
7094,How long is lone range? 100 feet? 1/2 mile? and will it stand the weather?,False
7095,What type of battery?,False
7096,can you make gluten free bread in it,False
7097,Any issues using this device in a smoker?,False
7098,What does KFF stand for? thx! -c,False
7099,Are there nuts in the brownie or only on the top?,False
7100,Do these have a ball or pea of any kind?,False
7101,Why is this $300?!,False
7102,Is it real or a replica?,False
7103,Is this size 12 in men's?,False
7104,Is the scope easy to sight in?,False
7105,Is this product dishwasher safe?,False
7106,Hello we just bought this product. is it bpa free and can it go in the dishwasher? thank you.,False
7107,Is it BPA free?,False
7108,Do you put a peeled or unpeeled banana in it?,False
7109,How big is this? What is the dimension of the box?,False
7110,Are these dishwasher safe?,False
7111,can this item operate with a Dewalt 20 volt max XR lithium ion battery?,False
7112,Can i connect this mouse to a usb hub which is connected to my laptop? or will that cause input lag.,False
7113,I' m waiting for this first.,False
7114,is this tygon f-4040-a fuel tubing,False
7115,Back in stock,False
7116,What is the expiration date?,False
7117,Cheaper at toys r us will amazon sell it for the lower price of $9.99?,False
7118,How can you contact Apex Imports to discuss having your company name added to one of the sides?,False
7119,Does it come with everything pictured?,False
7120,is this a new packaged item,False
7121,What cfm for the fan?,False
7122,is this tool full tang or not?,False
7123,Are these UL certified?,False
7124,What country are these hats made in?,False
7125,where is this hat made?,False
7126,is this bass passive or active?,False
7127,Are the cassettes clear or solid color and have they been used before?,False
7128,Can these be discreetly shipped to Argentina?,False
7129,"are these inserts 20' as staed or 18"" as in the description??",False
7130,Is there any way to mount it to a belt so you can cary it on your hip?,False
7131,What kind of batteries (button or  AA/AAA) does it use?,False
7132,Does it 'shed' like the carpet kind?,False
7133,Why is this tuna $20 an ounce? Is it that delicious?,False
7134,do you have any strings longer between 42-48 inch???,False
7135,is this louder or better sounding than the beats pill 2.0?,False
7136,Can the Alexa turn on lights inside the house,False
7137,is it real boost or like ua(un authorized) boost,False
7138,How fast is shipping?,False
7139,How big is the tobacoo bowl?,False
7140,What other colors does it come in ?,False
7141,How many rolls for that price?,False
7142,A class Amp? or AB,False
7143,can I use this if I have dogs,False
7144,Someone said that this version is a bootleg copy is that true?,False
7145,on the headphones are there controls/buttons for changing songs forward and reverse and volume?,False
7146,does this comforter have ties/rings to keep the corners secure and from shifting?,False
7147,Is it washable?,False
7148,Does it look like the picture,False
7149,Would it fit my double barreled bb gun?   it was made in china and i think they got something wrong....never saw a 12 gauge daisy rifle before...,False
7150,Will this fit 2013 ML 350 with the back seats folded down/can it install effectively just behind the front seats?,False
7151,how big are the turtles?,False
7152,Is it legal to use this (with a flag) on my suv in florida.,False
7153,mask fits a little big any suggestions?,False
7154,Does this support using multiple ports at the same time?,False
7155,Will you provide a list of ingredients?  including dyes/color,False
7156,What ingredients do you put in to make ice cream? Not asking about add ins just the actual ice cream.,False
7157,can the batery  be replaced,False
7158,Where is this spinner made?,False
7159,Is there a front and a back,False
7160,110 million lives were ended by murderous socialists in the 20th century.  the cccp was guilty of at least 52 million of those.  no swastikas no cccp?,False
7161,Are the stars 3d or flat from the side,False
7162,When it  was delivered to you did it come in a box? At least one from the seller or Amazon? I don't really want to open my mail box for anyone to see,False
7163,I'm 5 feet 5 inch waist 35 170lb (heavy side). would a medium fit me or should i go for a large? thank you for your reply fellow star wars fans.,False
7164,do you get t,False
7165,is this body safe?,False
7166,can you control 3 pin fans with this motherboard?,False
7167,Will the cooler do its job if it is sitting on a pillow that's on my lap? Thanks!!,False
7168,what is the weight of this?,False
7169,I'm 5'2 and 105lbs would a small be good for me? I don't want it to wrap around but just to look natural and cover my butt.,False
7170,Release date of the 840's?,False
7171,Do you have to do something in the settings for it to track sleep? Mine has not done anything.,False
7172,Can I iron the flag?,False
7173,How is this flag not offensive to people and yet nazi and confederate flags are?  the ussr killed over 30 million innocent people.,False
7174,Can I put it in the washer,False
7175,Can I put it in the dryer,False
7176,Can I iron the flag?,False
7177,I'm 5'4 and roughly 150-160 lbs. I wear a size large clothes (because I like a more loose fit) & my breasts are large. Would this fit me? What size?,False
7178,where can i find the boot laces? Because mine broke.,False
7179,brown rice keep warm,False
7180,How to make yogurt in the Instant Pot?,False
7181,What does your answer to the last question mean? Won't my carterpillars make their cocoons in this enclosure?,False
7182,does it record video?,False
7183,Is the lens adjustable as with the compact xr?  i need to do close focus work (circuit boards),False
7184,What is the screen resolution?,False
7185,Is it possible to get it unsharpened?,False
7186,Where does it ship from?,False
7187,Since it is a carbon steel blade what are the risks of it rusting over?,False
7188,Is there a checkbook slot? There are some conflicting reviews about whether there is or isn't?,False
7189,Will this fit someone who is 6 ft 6 inches tall?  Im guessing not but let me know,False
7190,does it look real?,False
7191,Is it a Pavilion model?,False
7192,Will this ring break if finger gets caught for some reason?,False
7193,What size is this bottle?,False
7194,Is it efficient enough for a  garage workshop in the summer.,False
7195,what is this item made of? Vinyl or latex?,False
7196,Can I get the matching foot rest with this unit? (black and navy blue),False
7197,How do you keep the tail from snapping off?,False
7198,Are the leggins high waisted like the picture?,False
7199,How do i keep the blade from wriggling?,False
7200,Can king size comforter fit in this?,False
7201,Mftr website says this comes with cup holder but wayfair does not say so in their description.,False
7202,Does the connector have 5 or 6 pins?  I'm trying to replace a cheap drone receiver that has gone bad.  It has 6 pins.,False
7203,Hi.. Can you tell me if this watch is brand new? Also can I bid a lower price ?,False
7204,I have had my silverware (2 sets)for 1 week and have used and washed them all once and the finish is coming off already. How can I get a replacement?,False
7205,is$35 thecorrect price?,False
7206,Is this the same as previous D-con blue pellets? I am not interested in D-con green blocks.,False
7207,I have tried peppermint oil the sheriff and those sonic mouse tings now what else is there to try?,False
7208,i have mice that get into my oven how and what do i need to do to get rid of them?,False
7209,Whats the hilt assembly look like? Peened nut threaded intergrated?,False
7210,Does the grinder come with salt and pepper in it?,False
7211,Does it work on rats?,False
7212,How big is a small ?,False
7213,Why does the product description say: A 500 count of small sized Dubia roaches for reptile feeding.,False
7214,Does the bag bend around the body when worn causing the flap not to close easily at the fold?,False
7215,Does this model (queen size) have dual controls (for different temperatures on each side of the bed)?,False
7216,Hi does this have a 3/16'' length setting?,False
7217,What are the washing instructions?,False
7218,The card with my rope has 14.04.2016 date yet the labels on the ends of my rope have 2012. Any one else have such a discrepancy?,False
7219,could you use it to turbocharger a small engine,False
7220,What motherboard(s) can you pair this with if you want to SLI them and maintain adequate thermal spacing between the cards?,False
7221,Where is the mattress made?,False
7222,how long do they last once the tin is opened?,False
7223,Does it break easily?,False
7224,is this only one table cloth?,False
7225,Does Windows 7 come with the drivers for this device?  I'm looking for a USB Wifi device to use on brand new Windows 7/8 installations.,False
7226,Does the planchette have a magnifying glass in it?,False
7227,Im looking for size 7.5,False
7228,Is there a quantity discount available at Amazon?,False
7229,is made with acrylics glass,False
7230,"Is this like a ""Walkie-Talkie"" or is it strictly a collectors item/Cosplay prop?",False
7231,do you have it in green?,False
7232,What is the warrantee?,False
7233,What is the warrantee?,False
7234,is the gold real,False
7235,Can it be Used  with X500 main unit?,False
7236,Does it need ink how long does the ink last .,False
7237,how to close,False
7238,When will this be back in stock?,False
7239,Why does this pr cost so much more than the syba sonic? Both appear to be identical. http://www.amazon.com/syba-sd-dac63057-stereo-headphone-a,False
7240,still in box?,False
7241,How many ships are allowed in a fleet?,False
7242,Is the Thor hammer key chain exactly as you show?I got one once and it had the movie handle.Not the wraped one you show.,False
7243,can someone please upload some real photos ? thanks,False
7244,How sturdy is this?  I'm looking for a small Mjolnir that is sturdy enough to break apart ice cubes.,False
7245,I believe the name of the actual hammer is Mjolnir? looks good though,False
7246,How long to ship to california,False
7247,Is it one-piece or two? Is the handle screwed into the hammer? Is it made in China?,False
7248,What kind of plastic is this made from?,False
7249,does the blade lock open,False
7250,Do both hands have the claws?,False
7251,Wow...reading the reviews say's only ONE THING. Rip off SCAM. I wanted to try this product But after reading the negative results...No thank you.,False
7252,Can this grow with out sun? If i put it in my room will it grow?,False
7253,What's the quality of the gizmo doll because I'm kinda in the middle of making my decision. And I've been reading the reviews too.,False
7254,is this a glass or plastic jar?,False
7255,Does this come with the hairpiece?,False
7256,How well does it work on small dogs?,False
7257,Which is better this one or the 7000 series?,False
7258,I want one of this shirts so HARD!!! Is it possible to Shipp one of them to Germany?? :(,False
7259,Works on Comcast ?,False
7260,can you use this on shoe soles?,False
7261,What other accessories does it include?,False
7262,Will this work with the asusz170 atx motherboard?,False
7263,"Would the XL size fit a 5""2 and 80 lbs boy?",False
7264,Is it metal,False
7265,How to adjust the lighting modes?,False
7266,can someone help i put the light get up in the bowl. when does it light upno working when i am in the bathroom,False
7267,What kind of wood is this made out of?,False
7268,How small does this pack down to?,False
7269,Location of item,False
7270,What does it cost for service?,False
7271,Are they true to size?,False
7272,Can this be played with outside on concrete? Is the plastic durable?,False
7273,Is this mattress able to be compressed again after taking it out of the box?,False
7274,This mattress has a fair bit of off-gassing when I first opened it (got a headache from it). Does this go away? Is the mattress toxic?,False
7275,What is the diameter of the large?,False
7276,Why is it so much woof.com on 19.95 for 2?,False
7277,does it comes with installation?,False
7278,how long is the glideware pantry?,False
7279,What is the length and width of this product?,False
7280,what are the differences between VC-16 and C-16 compressors?,False
7281,I checked one day shipping but it defaulted toTuesday delivery.,False
7282,I recently purchased this chair. There is something wrong with the way it sits on the stand. Is there any way to buy replacement parts/ get it fixed?,False
7283,How tall are these figures?,False
7284,Why buy it on amazon when you can buy it on Mam Papaul's site for half the price?,False
7285,I plan on using this monitor in a quad setup with 2 at normal height and 2 above it. Does anyone know if this montior have a good viewing angel looking at it from an up angle?,False
7286,My order has shipped already but I need it ASAP for a bachelorette party. Is there any way you can expedite the shipping?,False
7287,I want to purchase headphones for my sister. She is very hard of hearing she wears hearing aids can these headphones be Bluetooth with hearing aids,False
7288,Just got my jar of this honey and it leaked! as expensive as it is i want to have a jar with no issues. how can we resolve this??,False
7289,Will this repel birds too?  I want it to repel squirrels and mice but I don't want it to interfere with the birds coming to my bird feeder.,False
7290,The Oregon license plate has the month and year stickers (tags) on the bottom. Will this frame cover them?,False
7291,How do you keep this clean?,False
7292,How loud is the noise when the darts hit the board? I am afraid it may annoy my co-worker in an adjacent office.,False
7293,Hello it will be really great full if you can send me this object to me to make a video of how how good is it thanks,False
7294,Is it really needed to get distilled water? I get reverse osmosis water would that be ok?,False
7295,do I get rotating handle set,False
7296,Will this star stick to the fabric?,False
7297,Is this good for those with stubble?,False
7298,Is buying them online from amazon will affect the warranty of the product,False
7299,will it rust?,False
7300,HAVE YOU hassleblad H5d-60 in stock now ?,False
7301,is it full tang? meaning the blade goes all the may into and through the handle not varying in size,False
7302,I am 5'3 pretty thin. Should I get teen or standard?,False
7303,What is the size difference between standard and teen?,False
7304,Does his mouth open? And can you bathe him?,False
7305,I think the voltages in Europe (Italy France etc.) are 110 volts so I need something that can switch from that to 220 volts. Will this work?,False
7306,Is it made in china us korea?,False
7307,How do the bluetooth headphones charge?,False
7308,Is the leather real?,False
7309,The volvo option says volvo but shows a toyota shirt which one is it ? i want a toyota shirt.,False
7310,Does this product contain lead?,False
7311,if I buy it from amazon will it have the bonuses,False
7312,Will this game require Playstation Plus?,False
7313,What is the range on this thermal?  Also what type of batteries does it take?,False
7314,Do you ship to hawaii?,False
7315,On these Zippy tapeguns is there an adjustable setting for tension preferance making a stronger hold?,False
7316,Why this soo expensive,False
7317,Why is this so expensive?,False
7318,Anyway you can make it in black?,False
7319,can you fit your hand inside it?,False
7320,What is he holding in the other hand (the one without the ax)? And why does he have a gold ball on his trunk?,False
7321,Would this also work for a viola,False
7322,Why is this an add on item?,False
7323,Is it edible?,False
7324,Does this have talc in it?,False
7325,Does anyone know if this will be a limited release console bundle? So say in a year from now will they stop making them?,False
7326,How is this best stored after opening to maintain freshness? I'm a coffee newbie :),False
7327,In the picture one of the arms Is waving is it always like that? Or is it just the picture?,False
7328,I am looking for a bear to give my sister who lost her dad and I was hoping to put a lil bag of her dads ashes inside of the bear would I be able to?,False
7329,Does this have the build a bear logo?,False
7330,Does it have the little heart inside the stuffing like they do in the shops?,False
7331,What is the LUMS rating for these I can't find it listed?,False
7332,What size of insert should be used?,False
7333,How can I get it control to  zwave devices?,False
7334,What tracks are included in this?,False
7335,"I have 3 standard dachshunds the 2 smaller of the 3 are 20-23 lbs. the biggest is 30lbs. will my 28-29inches "" tall"" dogs be safe for short ride in ?",False
7336,Can you set a time where it can’t be open after that time? For example I don’t want the box to be able to be opened from 6pm till 9am. Can it do that,False
7337,Does is come sharpened,False
7338,Just installed the dynomax resonator n removed the mid muffler but have loud rasp from 3000 to 3500 rpm. What can i do to fix this?,False
7339,will built in air pump work with 100v 50hz AC ?  (I.e. Japan's electricity standard),False
7340,Th stuff in the picture had a lot more stuff then what I got can you please send us a new one or the other stuff.,False
7341,Does this have,False
7342,Can you turn off the red lights and just have the white lights on?,False
7343,It is being reported that slat lamps sold on Amazon are part of the recall.  What do we do if we just bought this one?,False
7344,"Will this ""standard edition"" have Edna Mode minifigure included? :)",False
7345,is this bag large enough for a size 9.5 soccer ball,False
7346,What ages is this appropriate for?,False
7347,Is this the corrected version? typo of your to you're,False
7348,Is this item new or used?,False
7349,"Is the inside engraving with the ""love you more than yesterday..."" included with the price?",False
7350,Can anyone tell me the dimensions of this wallet?,False
7351,Is this product new in the box,False
7352,can you turn off the mouse light??,False
7353,what year is it,False
7354,will this support ultra hd dvd media?,False
7355,"What does it means to have ""free assembly"" included. can i choose the day for the technician to come to my home to assemble the bike?",False
7356,Has there been any news on Downloading this rather than buying a physical copy for the ps4?,False
7357,Is this just all DLCs or is it the base game too?,False
7358,Has anyone else increased to 1000mg a day?I take 2 in the morning and 2 at night I feel it gives me more energy especially late in the day.,False
7359,Is this a 30 day supply?,False
7360,What is the shipping weight of this product?,False
7361,how many decibels loud is this horn? Is it really loud?,False
7362,I want to buy more fragrant for this device,False
7363,How big is the screen?,False
7364,Why are you spending this amount of money when it is less then half the price or more on other websites!,False
7365,Does the Bluetooth on this unit stream video like Netflix Hulu etc?,False
7366,Does the k&n 57-3045-fipk intake system fit a 2005 impala base with the 3400/la1 engine ?,False
7367,is this a big and tall type chair?  Will it hold a person 300lbs or more and not fall apart over time?,False
7368,what are the dimensions?,False
7369,can it fit on a grown up,False
7370,where is it manufactured?,False
7371,Will this for an 8.25 inch wrist?,False
7372,hi what's is the band width?,False
7373,Are the Buckles made of plastic?,False
7374,If I order it today can it be delivered before may 3rd in Florida?,False
7375,So it completely stops after 5 minutes?,False
7376,I've at&t dsl would it work and how difficult to set up?,False
7377,is it plastic,False
7378,What are the ingredients?,False
7379,Does this jacket have a lining?,False
7380,"Would this fit an 18"" mattress?",False
7381,What band goes with this ring?,False
7382,Can you shoot t shirts out of it?,False
7383,Has anyone tried to pair an Echo or Echo Dot?,False
7384,"do these have a ""honey comb"" type surface or other channel system to prevent run off?",False
7385,Has anyone used these hard shell treats with the soft centers for admistering a pill?,False
7386,Is it wor,False
7387,What is the length of the strand?,False
7388,Will they fit a child's size 11,False
7389,Clean look and good fit. Really happy with the perhes.,False
7390,Is this a spray or stick?,False
7391,How does the plastic hold up on this? It's hard to tell if it's a good sturdy plastic vs a thinner flimsy plastic.,False
7392,Does it look real?,False
7393,why didn't I get the box shown in the picture?  Mine was only in a plastic bag without pictures and instructions why?  how do I get the box?,False
7394,How tall is the area under the loadout caddy?  I'm trying to figure out how much vertical room for tackle storage when the caddy is installed.  Thank,False
7395,is this blower self-propelled,False
7396,does this blade have a bo-hi?,False
7397,china on the blade?,False
7398,Is it supposed to come with a machine or what in order to inflate it? I did not get one.,False
7399,Are the blades removable?,False
7400,can a 11year old fit in it,False
7401,The sword is only one  size or it get smaller?,False
7402,Is there formaldehyde in the material of this ottoman?,False
7403,Is 1 ounce to 5 gallons the proper mix for lawn and scrub application,False
7404,does the tip of the blaster have actual holes like in the picture? or just the pressed holes that don't go completely through?,False
7405,"What is a ""quite"" motor?",False
7406,How big of an area does the gallon jug cover. Is it a concentrate or ready to use,False
7407,Are these filters 100% Berkey manufactured?  or are they produced elsewhere?,False
7408,What purpose is the oil?,False
7409,I DOZEN = 12 UNITS?,False
7410,Why hasn't my order #104-8370623-5160227 shipped.  It's has to be delivered by 10/23,False
7411,What kind of shipping is used when you send the item ordered? Will I have to go to the post office and pick it up or is it left at my door,False
7412,Can you tell me the shipping weigh please?,False
7413,Helo I wanted to know if i buy more than 10 pieces you pack them all together to send them? Thank you[,False
7414,I am 200 lbs and can bench press close to 300 lbs.  I know this item boasts an 800 lb weight limit will this hold up to that?,False
7415,When stock will coming? I waiting the red color.  Thank you.,False
7416,how many eye balls are in the pack?,False
7417,Where can i purchase the dc power supply or acessory pack? what is the item number?,False
7418,I am looking for a battery operated Himalayan lamp that is not square but has more of the chunky dome shape. Anyone know of one?,False
7419,How do you hook the fountain to a water supply?,False
7420,How long is the 100% money back warranty good for?,False
7421,Has anyone actually shelled out $5000 for this card?,False
7422,Are you willing to sell this diamond for 10k,False
7423,the reviews dont match the product,False
7424,Does the ring run big or is the size an exact match,False
7425,How is this item shipped? I bought one from another seller and they shipped it in a plastic bag...it was not in one piece when I opened it.,False
7426,can you put these up to a camera and photograph ones aura?,False
7427,What are the dimensions of this item?,False
7428,Is it lead free,False
7429,Can you put this directly on a scar?,False
7430,can he talk,False
7431,I'm a beginner and need something appropriate for,False
7432,would these gloves work for handling parrots? My parrot likes to bite off fingers.,False
7433,is it difficult to not cut up back while shaving?,False
7434,"How many back shaves can I expect with the double edge ""DE"" blades?",False
7435,I can connect the computer to the VIDEO BEAM with HDMI input? Puedo conectarse el equipo al VIDEO BEAM con entrada HDMI?,False
7436,does the smart watch works only on samsung smartphones or all smartphones ?,False
7437,Has anyone gotten this stuff on patio furniture that is light in color?  Our cream straps on our deck chaises are turning brown?,False
7438,What's the best type of fish for this? And is there a way to attach a cover to keep snails to help keep tank clean?,False
7439,Does this have any mk-4?,False
7440,Will this fit a 2004 dyna wide glide?,False
7441,Can this item be used on myself?,False
7442,I'm planning on using this on the airplane... will this pass airport tsa security?,False
7443,Wouldnt a person have to be very lay z and have way to much money to buy this? Or is it for disabled people,False
7444,ia it of real leather?,False
7445,If I buy these,False
7446,How to remove the filter? Seems tight.,False
7447,is it censored?,False
7448,Anybody else offended by “Pig Tac”? All over this product???,False
7449,Is rat disposal easy?,False
7450,Does it have a tail?,False
7451,What is the shelf life of this product?,False
7452,will it record video on a laptop?,False
7453,Can this be use on recliner 3 seater couches?,False
7454,does the item really work? If it does how long did it take for you to see a difference in your nails length.,False
7455,This mask appears to be aqua colored some others with the same lettering are blue.  What is the difference?,False
7456,does this skirt need a tulle petticoat or anything else under it to make it lift a bit or does the fabric do this on it's own?,False
7457,How do you adjust the size of the watch?,False
7458,do i need to have kinect for this game 2k17 xbox360?,False
7459,The battery won't charge?  Any tips?,False
7460,Is it waterproof and good for shower?,False
7461,When I pair just one of the buds (with the other one off) it only plays the right or left channel is there a way to fix?,False
7462,Will these fall out while jogging?,False
7463,Do these contain caffeine? If so how much (mg)?,False
7464,What time of day do you take the serving?,False
7465,Trying to return violin; need some info please because I got the items mixed up. The felt violin cover inside the case front is blue reverse side is white or black? Also in the small compartment was there anything other than rosin and battery? Total items = violin bow rosin battery 1/8-1/4 cord headphones felt cover and case?,False
7466,Is this the new pack?,False
7467,How can i send you the image i want,False
7468,Is the fast charge compatible with the galaxy s7edge,False
7469,All 5 star reviews are from non-verified purchases. Why is that? I won't purchase from a fraudulent company.,False
7470,What is the max suction of this machine?  in hg ?,False
7471,How many mugs are included?,False
7472,Do you have a phone # I can call and talk with someone?  my # is 256-883-6709,False
7473,Are ultrasonic pest repellers safe for pregnant moms?,False
7474,Will this product cause harm to my hedgehog? He’s fairly small in size.,False
7475,Does this headset has a good bass quality?,False
7476,Can you pair this mouse with more than one device?,False
7477,How often must you water them? Do they come as seeds or plants?,False
7478,Can i use this this with an hp 6835 inkjet printer?,False
7479,Does asus provide int'l warranty ? or rma ship by own cost back to us/tw?,False
7480,I don't wanna us hard chemicals. will  epsom salt sea salt peroxide work just as good?? thanx,False
7481,The plasma pack is not included why is it pictured but not included? it's the reason I purchased this specific package.,False
7482,Does it work for stained bathtub?,False
7483,what is the weight of this car please ?,False
7484,a español i wish to buy 10 unds. i can indicate dimensions and total weight of the package.? my shipper is delivered to miami fl ??,False
7485,Would this be ok for youth athletes?,False
7486,would i be able to add heavier weights over time like instead of 20 1 lb weights. something like 20 2 or 3 pound weights? for a higher total weight,False
7487,Will this product help increase estrogen in males?,False
7488,Can i personalize what it says on the top of the Tape?,False
7489,I have seen a lot of people recommend using a headphone amp with this. I have one and am curious as to the order that you are connecting your devices?,False
7490,can you fit your finger through the hole in the end of the kunai,False
7491,Can you actually use it without chipping the blade?,False
7492,Does it come with different scenes,False
7493,why did the price get raised 148?,False
7494,Is this actually edible soda?,False
7495,What the heck is going on?  Have they stopped making regular Mountain Dew?,False
7496,"How is this item eligible for the primepantry ""buy 5 save $6"" offer if the primepantry seller limits orders to a quantity of 3 per customer?",False
7497,What is the deal amazon why does this product keep going up every time I order it ?,False
7498,What is the material?,False
7499,can i use these tips with the 4 ounce bottle?,False
7500,Is this pillow comfortable to sit directly on top of for long periods of time (2+ hours)? I have minor chronic tailbone pain and was considering this.,False
7501,what are the measurements? Is it body size or the size of a regular pillow?,False
7502,Does the pillow come with a tag or some kind of wrapping? It's a gift.,False
7503,Age limit? I’m 16,False
7504,Can it be used as an external gpu,False
7505,Can this withstand 300 lbs weight for bench press,False
7506,What kind of yellow will it fade to? It's very highlighter-esque currently. Will that calm down?,False
7507,how long does the battery last and is it rechargeable,False
7508,Are these cruelty-free / vegan (i.e. no animal products)?  sometimes pu leather still has some real animal skin. also what about the fleece?  thank s,False
7509,are these woven close enuff to withstand puppy teeth/nails?  3 mos old lab...help!,False
7510,Are these thick enough to avoid getting pinched? I work with special education,False
7511,Looking for a set for a right handed 6’3 men’s golf set,False
7512,How thick is the blade?,False
7513,Can you buy a set of five and how much would it be?,False
7514,I how can I get this product at discount price ?,False
7515,Will it fit on the Switch that has the tempered glass protector on it?,False
7516,I'm looking at this for a bedroom clock. Is this clock mechanism loud? I want something silent.,False
7517,What size should I choose for a 2.5 years old girl? would a Large size fit her? Thanks...,False
7518,How many milligrams of caffeine does this drink have & is there a warning label on the can ?  Is the hemp harvested in the United States or imported ?,False
7519,What size candle does this hold?  It it replaceable?  Or is it some proprietary unique size you won't be able to replace?,False
7520,Is thtere a difference between clam shells/wedge heads in the 4 ton kit vs. the 10 ton?,False
7521,Do these shorts have that tape like material inside the end of each leg that hold the short's legs down so they do not creep up during your ride ?,False
7522,Apple logo on back?,False
7523,"The details say ""product dimensions"" 48 x 48 x 34 inches but below that it says ""assembled height width & length"" says 19""x19""x24"". Please clarify",False
7524,How much it will cost to ship it to Bahrain?,False
7525,Where can I get a cover for this chair?,False
7526,"Will this be comfortable for a short 5'1"" person?",False
7527,Where can I purchase a supply of elastic lacing to replace broken lacing,False
7528,Is this one more blue? It looks to be that way instead of a dark purple.,False
7529,does this router have guest access?,False
7530,I noticed the description mentioned it came with weaver style mounts but the pictures show it mounted to picatinny.  Is it really a picatinny mount?,False
7531,Are they articulated,False
7532,What country does it make?,False
7533,What size should I get for my 11 pound Multipoo?,False
7534,Does this charger have the ability to prevent overcharging?  Are batteries no memory type?,False
7535,does this hold an ipad so a child could view a movie without holding/touching the ipad? Or does it just have space to store the ipad when not in use?,False
7536,I am thinking about buying one of these to use underneath a loft bed. Will this work or should I go for a smaller size?,False
7537,how many ounces are in the 2 different sizes?,False
7538,How many ounces are in the small and the large container?,False
7539,Can these  guys be underwater or above water,False
7540,Could it fit a Moen 90 degree design bath spout?,False
7541,Does this work for an iPhone 7 plus?,False
7542,Can I use this screen protector with a hybrid otter box case?,False
7543,My wife likes to take selfies with her dslr is this a good lens for that?,False
7544,Is this a fake? A quality lense of this magnitude should certainly cost more... right?,False
7545,Is this weapon compatible with a JDAM kit?,False
7546,For my daughter whose coming out party (debutant not the other kind) will be in december.  she has a nikon 3400. is this lens good enough for her?,False
7547,My wife likes to take selfies with her dslr is this a good lens for that?,False
7548,Will it blend?,False
7549,How long do i boiled it for?,False
7550,Does it come with one or two packets of slime?,False
7551,Can it play 5.1 dolby digitial?,False
7552,I bought this game July 1 when can I expect some shipping information?,False
7553,So when it’s pitch black outside I can still see?,False
7554,What exactly is this?Is this real absinthe,False
7555,Do this have display mirroring,False
7556,My husband and i have one amazon prime account.  Can we use these simultaneously with one prime account or will we have to subscribe to a new account.,False
7557,"Do these have the ""separate pouch"" design? the same design as the (now missing) asin b00cb77uv2 underwear?",False
7558,What is the expiration date?,False
7559,Does it fit well on a ray ban 4147 601/58 ?,False
7560,what are the dimensions of the base?,False
7561,What color is the saya (or casing of the katana)?,False
7562,Does this work as a Bluetooth adapter?,False
7563,Why is one dryer bar so expensive???  i've bought them for years and even a 2-pack is no where near this price.,False
7564,What is the return policy on this item?,False
7565,can you ride it on snow,False
7566,How many gigabytes does it have?,False
7567,Is this a real natural crystal,False
7568,What pedals would you recommend buying (swamping out) that can allow you to clip on Shimano shoes?,False
7569,Has anyone found a more comfortable seat that fits this bike or a way to position it so that it is not so painful?,False
7570,will this bike hurt my back?  It looks like you will have to lean forward too much.,False
7571,Will this string work in my Green Machine trimmer/brush cutter?  It uses .95string..I just bought it on  Amazon and have not used it yet.,False
7572,Has anyone used this with a Google Chromebook and have any issues with wireless printing?  Thanks!,False
7573,What is the diameter of the opening?,False
7574,Are you allowed to use the wireless capability on aircraft above 10000 ft? If not do these function also with an audio cable jack connection?,False
7575,Does this card come with any adapters like display port to DVI?,False
7576,which size for my 5 years boys about this dinosaur pjs?,False
7577,Does the sheep have six nipples? Sheep have 2 udders in real life... This seems very unrealistic and confusing for children...,False
7578,Where do you see out of it?,False
7579,My doctor said I should get something for a straight attitude brings this bandage what or rather a straight holder?,False
7580,What material is it made out of cotton polyester or spandex?,False
7581,Does this come with aids,False
7582,what is the quality of Diamonds?,False
7583,Not a scam? If not ill buy one.,False
7584,Is that watch tell date?,False
7585,Is this good for clearing brush including tall grass? Mostly thick vines thorned brush and smaller saplings but also some paths through fields,False
